danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,time_signature,duration_ms,explicit,track.name,track.popularity,track.album.name,key_name,mode_name,key_mode,billboard_year,billboard_rank,ARTIST,Hit
0.385,0.443,-9.627,0.0295,0.0632,0,0.0898,0.275,151.278,65B1tEOv5W294uCKbmEcFV,4,294533,FALSE,I Hope You Dance,62,I Hope You Dance,G,minor,G minor,2001,32,Lee Ann Womack,1
0.61,0.723,-7.572,0.0422,0.0103,0.0447,0.0748,0.45,97.147,49bUJjrC16NgnrgGS75Yan,4,229733,FALSE,South Side,3,Play & Play: B Sides,E,major,E major,2001,33,Moby,1
0.699,0.618,-7.338,0.0594,0.0502,0.000925,0.0914,0.679,99.965,23EhTCPRTlLVM6VQUyh8bH,4,280973,FALSE,Don't Tell Me,52,Music,G,major,G major,2001,34,Madonna,1
0.793,0.805,-6.554,0.231,0.537,0.122,0.0952,0.659,177.826,08WAf26q8DCUVcI2Y4ctqP,4,236933,TRUE,Get Ur Freak On,22,Hip-Hop - The Old Skool Collection,C,major,C major,2001,35,Missy Elliott,1
0.677,0.648,-4.4,0.0259,0.0987,0,0.554,0.448,116.128,3PJivN5BZ2ckFa22igIu4a,4,260266,FALSE,Crazy,55,X,C,major,C major,2001,36,K-Ci & JoJo,1
0.682,0.744,-6.981,0.0365,0.376,0.00951,0.06,0.827,132.493,0UzsDmdpw0Q14KU4hieQss,4,257200,FALSE,Fill Me In,59,Born to Do It,G#,major,G# major,2001,37,Craig David,1
0.725,0.915,-4.673,0.032,0.125,0.0062,0.191,0.879,127.91,3yUgueKNDOHYuM7DDEx3Rc,4,257626,FALSE,Someone To Call My Lover - Single Edit,29,Someone To Call My Lover,D,major,D major,2001,38,Janet Jackson,1
0.41,0.539,-8.412,0.0302,0.00425,0.00089,0.117,0.141,138.852,0eKyHwckh9vQb8ncZ2DXCs,4,274800,FALSE,With Arms Wide Open,62,Human Clay,C,major,C major,2001,39,Creed,1
0.774,0.684,-4.721,0.0408,0.0687,9.34E-05,0.0765,0.354,98.001,1ak0S3NhwWrUgNlQhJ1412,4,236826,FALSE,Case Of The Ex (Whatcha Gonna Do),55,Fear Of Flying,C#,minor,C# minor,2001,40,Mýa,1
0.652,0.447,-5.507,0.0287,0.257,0,0.253,0.234,126.905,7pbNNVcFePJV3Wani6zH8q,4,250800,FALSE,All or Nothing,57,O-Town 2,C,major,C major,2001,41,O-Town,1
0.83,0.791,-5.86,0.296,0.00259,0,0.227,0.606,103.387,1SRvoIUithiJsLcEI4CFq9,4,207933,FALSE,Bootylicious,21,Bootylicious,C#,minor,C# minor,2001,42,Destiny's Child,1
0.622,0.608,-5.085,0.036,0.138,5.38E-06,0.273,0.607,89.661,2tP7ZekzXfduShx8C6cbll,4,243160,FALSE,I'm Like A Bird,0,"Whoa, Nelly!",A#,major,A# major,2001,43,Nelly Furtado,1
0.545,0.865,-5.708,0.0286,0.00664,1.10E-05,0.168,0.543,99.009,6ZOBP3NvffbU4SZcrnt1k6,4,233933,FALSE,Kryptonite,76,The Better Life,B,minor,B minor,2001,44,3 Doors Down,1
0.92,0.487,-5.578,0.182,0.0103,0,0.0411,0.806,92.836,77S8pBH3ilaDIPmTJkRNQn,4,241400,FALSE,"Fiesta (feat. Jay-Z, Boo & Gotti) - Remix",47,The R. In R&B Collection: Volume 1,A#,minor,A# minor,2001,45,R. Kelly,1
0.677,0.771,-5.852,0.0471,0.0465,0,0.165,0.936,99.91,3eWxADd1CLwJVhyPzrCpl8,4,218333,FALSE,When It's Over - Remastered,46,The Best Of Sugar Ray,E,major,E major,2001,46,Sugar Ray,1
0.517,0.89,-4.033,0.0539,0.005,1.47E-05,0.0824,0.632,118.009,4iihDHIoKZdOeOW1kFDUtR,4,214333,FALSE,Jaded,41,Just Push Play,A,major,A major,2001,47,Aerosmith,1
0.751,0.568,-5.431,0.0872,0.136,0,0.0288,0.646,128.002,1X1KDnhTnb28tpJlgOV3lD,4,246720,FALSE,Promise,53,J.E. Heartbreak,F,minor,F minor,2001,48,Jagged Edge,1
0.612,0.579,-6.417,0.0553,0.285,0,0.0556,0.716,86.31,0CmXXEwul09Kf8X68lPA5l,4,284666,FALSE,Missing You,56,Open Letter,C#,minor,C# minor,2001,49,Case,1
0.562,0.594,-4.578,0.0558,0.318,0,0.311,0.423,62.876,0Uyh92tLyb9JawG8lmWCzJ,4,265533,FALSE,Differences,64,The Life,D#,minor,D# minor,2001,50,Ginuwine,1
0.548,0.563,-7.019,0.0317,0.298,0,0.122,0.483,165.997,1JbzBbwkf93dii20EC3EiZ,4,266293,FALSE,This I Promise You - Radio Edit,28,Greatest Hits,D,major,D major,2001,51,'N Sync,1
0.618,0.844,-4.051,0.342,0.0178,0.000126,0.0634,0.697,84.411,10EGxvr4fSE42ABWZeJ3K3,4,240626,TRUE,Izzo (H.O.V.A.),44,The Blueprint,C#,minor,C# minor,2001,52,Jay-Z,1
0.768,0.541,-5.183,0.1,0.286,0,0.107,0.644,95.715,3xYwc8Jjv47NbtnYGn8Bvt,4,265587,FALSE,"Superwoman, Pt. II Remix (feat. Fabolous)",31,Based On A True Story,F#,minor,F# minor,2001,53,Lil' Mo,1
0.457,0.926,-5.461,0.038,0.000487,5.69E-05,0.0949,0.41,93.964,2gdt70w8DOCWGq1HdkgSUd,4,202026,FALSE,Crazy for This Girl,46,evan and jaron,C,major,C major,2001,54,Evan and Jaron,1
0.635,0.854,-5.02,0.0612,0.00579,0.0083,0.0623,0.59,100.851,45cVyfWuMAg8RNxmkcpmy9,4,252706,FALSE,Nobody Wants to Be Lonely (with Christina Aguilera),50,17,A#,minor,A# minor,2001,55,Ricky Martin,1
0.8,0.922,-5.125,0.24,0.301,9.31E-06,0.0352,0.801,98.631,0s46SltT4On0Z6kglK1I5c,4,227866,TRUE,I Just Wanna Love U (Give It 2 Me),59,The Dynasty,E,minor,E minor,2001,56,Jay-Z,1
0.622,0.669,-8.419,0.329,0.0266,2.97E-06,0.152,0.57,93.839,0jG92AlXau21qgCQRxGLic,4,252986,TRUE,One Minute Man (feat. Ludacris),53,Miss E... So Addictive,A,major,A major,2001,57,Missy Elliott,1
0.913,0.864,-5.394,0.215,0.193,2.52E-05,0.0302,0.717,97.975,0xwBnVDGM7t5rjDN7AWqx0,4,212173,TRUE,Danger (Been So Long) (feat. Nivea),33,Prince Of The South...The Hits,G,major,G major,2001,58,Mystikal,1
0.589,0.756,-7.431,0.0312,0.199,0.0927,0.107,0.767,91.991,2oHsygiSdULC8ChdsEgPlY,4,193426,FALSE,Only Time - Remix,37,Only Time (Remix),D#,major,D# major,2001,59,Enya,1
0.781,0.583,-7.83,0.0628,0.0859,0.00216,0.058,0.91,156.264,0NdEFLohwfZpyncrBCq1ZY,4,213493,FALSE,I Do!!,39,Toya,F#,minor,F# minor,2001,60,Toya,1
0.643,0.536,-5.593,0.0278,0.485,0,0.0831,0.471,122.919,1TpMVdyMPUzzbBy3M58iCc,4,240266,FALSE,Never Had A Dream Come True,31,Sunshine,F,major,F major,2001,61,S Club 7,1
0.676,0.601,-4.905,0.0297,0.103,0,0.147,0.206,119.94,04mnebrLZ9g6Wtj7lErWHk,4,285386,FALSE,Stranger in My House,23,Stranger in My House,C,major,C major,2001,62,Tamia,1
0.659,0.966,-2.783,0.0538,0.0279,8.25E-05,0.0489,0.687,93.008,2TVSa07y6g3HRn4oLWv57M,4,193600,FALSE,Irresistible,36,Irresistible,G#,minor,G# minor,2001,63,Jessica Simpson,1
0.697,0.925,-4.209,0.216,0.0614,0,0.095,0.678,96.951,0xikWgPgYN9BEes0ieZ8Co,4,295826,FALSE,Heard It All Before,57,Your Woman,D#,minor,D# minor,2001,64,Sunshine Anderson,1
0.406,0.73,-6.278,0.0315,0.0471,0,0.229,0.207,170.032,65KzDXZm9aQt8sA1k0ZVG3,4,242000,FALSE,The Space Between,53,Everyday,A,major,A major,2001,65,Dave Matthews Band,1
0.346,0.43,-10.82,0.0306,0.531,0,0.139,0.171,128.865,1MFuB2Ju6Vutt1NnFMJxh3,4,222466,FALSE,There You'll Be,44,Pearl Harbor - Original Motion Picture Soundtrack,G#,major,G# major,2001,66,Faith Hill,1
0.569,0.385,-9.919,0.0499,0.342,0,0.0876,0.339,99.738,6uSa5iCMwPr10Ftpz8w09b,4,304666,FALSE,Love,53,Aijuswanaseing,C#,minor,C# minor,2001,67,Musiq Soulchild,1
0.66,0.71,-4.541,0.0409,0.0106,7.01E-06,0.0736,0.233,97.988,5UHuMgFnhezWQdIVdHKybM,4,264933,FALSE,It's Over Now,17,It's Over Now,C#,major,C# major,2001,68,112,1
0.721,0.723,-7.08,0.0631,0.102,4.40E-06,0.0651,0.761,88.933,5zn1hpm9N0ylKB7kOtpCw2,4,263440,FALSE,No More (Baby I'ma Do Right),53,3LW,D,minor,D minor,2001,69,3LW,1
0.587,0.679,-6.26,0.0927,0.0839,0.000316,0.413,0.65,180.184,7sVvY1tEvk5VfitXX2PDOk,4,276106,FALSE,Turn Off The Light,37,"Whoa, Nelly!",D,major,D major,2001,70,Nelly Furtado,1
0.325,0.887,-4.199,0.0569,0.144,1.35E-06,0.431,0.705,202.339,6CkydK3NOAMScIhViRzXoB,4,199413,FALSE,Ain't Nothing 'Bout You,58,#1s ... and then some,C,major,C major,2001,71,Brooks & Dunn,1
0.775,0.729,-4.229,0.162,0.0303,0.00247,0.0361,0.895,104.719,7fFCnttacpotkyhTOxKv14,4,211493,TRUE,Play,53,J.Lo,C#,minor,C# minor,2001,72,Jennifer Lopez,1
0.377,0.395,-8.622,0.0332,0.61,0,0.295,0.221,133.296,34Vn9nKfztyLco9lJazy4j,4,253373,FALSE,I'm Already There,54,I'm Already There,D#,major,D# major,2001,73,Lonestar,1
0.82,0.761,-2.714,0.219,0.0481,0,0.218,0.584,97.423,0s9A4pUBLw68E76vY8LU9K,4,221000,FALSE,My Baby,32,Lil' Romeo,C#,major,C# major,2001,74,Lil' Romeo,1
0.539,0.926,-6.495,0.0499,0.014,0.00136,0.36,0.454,136.279,1VuBmEauSZywQVtqbxNqka,4,246400,FALSE,Beautiful Day,61,All That You Can't Leave Behind,D,major,D major,2001,75,U2,1
0.605,0.609,-7.063,0.0278,0.188,0,0.0982,0.275,119.914,2WQAknZHrJAEQOFXe0F44P,4,230333,FALSE,Austin,60,Blake Shelton,G,major,G major,2001,76,Blake Shelton,1
0.623,0.896,-4.719,0.247,0.035,0,0.0941,0.613,95.158,4cNhx6OO1XpvwT6xZnb83B,4,300933,TRUE,Southern Hospitality (Featuring Pharrell),52,Back For The First Time,C,major,C major,2001,77,Ludacris,1
0.657,0.513,-8.514,0.024,0.199,0,0.0994,0.56,101.815,4RtDZMumlKxsN7IL3AJPUx,4,235760,FALSE,Grown Men Don't Cry,35,Set This Circus Down,A#,major,A# major,2001,78,Tim McGraw,1
0.874,0.768,-4.086,0.311,0.0554,0,0.041,0.636,106.095,52gqeRlrBE7hqMlRxEsi6y,4,257066,FALSE,Livin' It Up,63,Pain Is Love,F#,major,F# major,2001,79,Ja Rule,1
0.721,0.79,-4.125,0.124,0.183,0,0.1,0.821,103.141,75b9JVzc4QFvPBO7jDRIVe,4,229173,FALSE,Loverboy,38,Glitter,C#,major,C# major,2001,80,Mariah Carey,1
0.709,0.449,-7.251,0.04,0.24,0,0.134,0.204,113.023,7HjJQunSPwkXXVnGeItUEH,4,346466,FALSE,Contagious,48,Eternal,E,minor,E minor,2001,81,The Isley Brothers,1
0.463,0.674,-5.422,0.0319,0.0115,0,0.123,0.259,84.039,0rK4HCKzv2r1IXqKX3DKpq,4,255233,FALSE,Who I Am,55,Who I Am,G,major,G major,2001,82,Jessica Andrews,1
0.896,0.457,-9.075,0.0777,0.224,1.47E-06,0.0832,0.921,100.043,2g4SumkFZpHOypfF5xng9Z,4,223133,FALSE,Music (feat. Marvin Gaye),39,Music,G#,minor,G# minor,2001,83,Erick Sermon,1
0.647,0.818,-3.47,0.0647,0.234,1.89E-05,0.216,0.816,180.019,4HtkJvWjjeFKR8Me27oBBk,4,183560,FALSE,I Wanna Be Bad,26,I Wanna Be Bad (85103),A,minor,A minor,2001,84,Willa Ford,1
0.499,0.708,-7.029,0.0301,0.00626,1.15E-05,0.0423,0.617,158.785,04ccQGJ1i8gL7JoeCPiJbv,4,203066,FALSE,Don't Happen Twice,48,Greatest Hits,G,major,G major,2001,85,Kenny Chesney,1
0.664,0.323,-11.394,0.0291,0.584,0,0.131,0.227,131.057,2K9OxCyv7zHYKZETYcaouz,4,217146,FALSE,One More Day,41,The Essential Diamond Rio,E,major,E major,2001,86,Diamond Rio,1
0.623,0.485,-8.136,0.0833,0.0579,0,0.28,0.675,79.083,3ZQOiEPk08xaCSfXcy9ovT,4,332826,FALSE,I Wish,26,The Essential R. Kelly,F#,major,F# major,2001,87,R. Kelly,1
0.595,0.653,-4.935,0.0265,0.246,0,0.264,0.542,128.93,3oW6SWwGqiZSPTiAp7ZQoH,4,241533,FALSE,It's A Great Day To Be Alive,68,Down The Road I Go,G,major,G major,2001,88,Travis Tritt,1
0.933,0.561,-5.961,0.122,0.0275,0,0.102,0.586,139.976,6j2aNuhJJUnRj6UHcvn5PI,4,254400,TRUE,I'm a Thug,59,THUGS ARE US,B,major,B major,2001,89,Trick Daddy,1
0.583,0.652,-6.255,0.0244,0.0405,0.000378,0.0781,0.352,97.469,4tgeQrPu5xkrnwErym2JsJ,4,249840,FALSE,Here's to the Night,51,Horrorscope,G,major,G major,2001,90,Eve 6,1
0.439,0.665,-7.671,0.0351,0.474,1.56E-05,0.26,0.328,168.707,5taqvRgn1DdZ117p2DhPXQ,4,223466,FALSE,You Shouldn't Kiss Me Like This,44,How Do You Like Me Now?!,G,major,G major,2001,91,Toby Keith,1
0.85,0.674,-7.981,0.0373,0.309,0.000645,0.0356,0.74,115.005,1C2Q3AymKS17bw7T5gfq6p,4,220106,FALSE,Dance with Me,46,Dance With Me,G,minor,G minor,2001,93,Debelah Morgan,1
0.725,0.64,-7.905,0.332,0.0281,0,0.099,0.915,166.028,6glsMWIMIxQ4BedzLqGVi4,3,240026,TRUE,"So Fresh, So Clean",70,Stankonia,F,minor,F minor,2001,94,Outkast,1
0.834,0.481,-7.824,0.188,0.0732,0,0.0934,0.406,89.849,4bUfMNNmiCmPXVyWzIfKeZ,4,285906,TRUE,E.I.,59,Country Grammar,D,minor,D minor,2001,95,Nelly,1
0.487,0.702,-6.043,0.0238,0.00528,4.97E-06,0.129,0.306,95.982,3PbHle8KhJp6GuO1jLdEmQ,4,265906,FALSE,Be Like That,58,The Better Life,G,major,G major,2001,96,3 Doors Down,1
0.753,0.745,-5.698,0.0312,0.0392,0.00321,0.0664,0.692,97.919,2jYDJD3CVByOe08jplCn7Y,4,298933,FALSE,Most Girls,0,Can't Take Me Home,B,minor,B minor,2001,97,Pink,1
0.64,0.721,-6.955,0.322,0.0564,0.000842,0.774,0.714,93.346,0LAlDN9m1VodUMl6Ww1cm1,4,297906,TRUE,Oochie Wally - Remix,41,Nas & Ill Will Records Presents Queensbridge the album,G,major,G major,2001,98,QB Finest,1
0.581,0.651,-5.617,0.0392,0.143,1.05E-05,0.107,0.146,151.959,24Gxm7Eh7tO83E26LG0CsY,4,264600,FALSE,Hero,59,Escape,G,major,G major,2001,99,Enrique Iglesias,1
0.315,0.829,-4.117,0.0422,0.000142,0.00077,0.217,0.34,152.135,3E8eSqBoqLs8ELbrK3NJHs,4,237346,FALSE,Hemorrhage (In My Hands),45,The Best of Fuel,C#,major,C# major,2001,100,Fuel,1
0.44,0.763,-5.023,0.0337,0.00119,0,0.108,0.538,172.159,0F2nGhgFNlkVHm81zNEvW6,4,223826,FALSE,How You Remind Me,56,Silver Side Up,A#,major,A# major,2002,1,Nickelback,1
0.665,0.695,-5.763,0.0532,0.347,0,0.106,0.707,90.119,6zMUIb4uce1CzpbjR3vMdN,4,227386,TRUE,Foolish,70,Ashanti,C,major,C major,2002,2,Ashanti,1
0.956,0.745,-4.753,0.12,0.206,0,0.0615,0.912,107.075,04KTF78FFg8sOHC1BADqbY,4,228240,TRUE,Hot In Herre,73,Nellyville,B,minor,B minor,2002,3,Nelly,1
0.727,0.552,-8.074,0.14,0.227,0.000164,0.198,0.607,168.189,0ARK753YaiJbpLUk7z5yIM,4,289160,TRUE,Dilemma,75,Nellyville,D,minor,D minor,2002,4,Nelly,1
0.558,0.719,-5.113,0.0267,0.0367,0,0.115,0.371,112.027,5QpaGzWp0hwB5faV8dkbAz,4,208600,FALSE,Wherever You Will Go,72,Camino Palmero,D,major,D major,2002,5,The Calling,1
0.56,0.825,-3.862,0.0379,0.323,0,0.161,0.268,94.931,4w1lzcaoZ1IC2K5TwjalRP,4,237493,FALSE,A Thousand Miles,74,Be Not Nobody,B,major,B major,2002,6,Vanessa Carlton,1
0.555,0.844,-6.567,0.0554,0.00834,0,0.0895,0.464,105.195,3tSmXSxaAnU1EPGKa6NytH,4,216800,FALSE,In the End,62,Hybrid Theory,D#,minor,D# minor,2002,7,Linkin Park,1
0.835,0.707,-5.074,0.0598,0.0219,2.19E-05,0.108,0.919,93.955,2mKouqwAIdQnMP43zxR89r,4,267093,TRUE,What's Luv? (feat. Ja-Rule & Ashanti),70,Jealous Ones Still Envy (J.O.S.E),G#,major,G# major,2002,8,Fat Joe,1
0.816,0.5,-4.551,0.03,0.0227,1.53E-06,0.0733,0.649,124.037,7J41dYQolQJEtj3UmKLu5r,4,247840,FALSE,U Got It Bad,68,8701,C#,major,C# major,2002,9,Usher,1
0.428,0.922,-4.454,0.0527,0.0113,0,0.133,0.425,157.507,0p6hfGgZtlhQAtkGqVHI6Z,4,258253,FALSE,Blurry - Radio Edit,24,Best Of,D#,minor,D# minor,2002,10,Puddle of Mudd,1
0.585,0.776,-5.898,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,5xEM5hIgJ1jjgcEBfpkt2F,4,244506,FALSE,Complicated,76,Let Go,F,major,F major,2002,11,Avril Lavigne,1
0.839,0.706,-6.104,0.199,0.208,0,0.242,0.839,96.673,4hrae8atte6cRlSC9a7VCO,4,245133,TRUE,Always On Time,71,Pain Is Love,F,minor,F minor,2002,12,Ja Rule,1
0.785,0.757,-2.699,0.127,0.371,0,0.103,0.816,89.442,5ZlGHmlIcQCZbSGedpzuZz,4,229853,FALSE,Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,22,J To Tha L-O! The Remixes (Explicit Version),G#,major,G# major,2002,13,Jennifer Lopez,1
0.643,0.849,-5.428,0.0526,0.0371,0,0.058,0.903,162.152,6GG73Jik4jUlQCkKg9JuGO,4,165853,FALSE,The Middle,77,Bleed American,D,major,D major,2002,14,Jimmy Eat World,1
0.66,0.707,-5.758,0.208,0.397,0,0.211,0.761,89.279,7lVNTXkI3cHFvcXiI8damb,4,268800,FALSE,I Need a Girl (Pt. 1) [feat. Usher & Loon],61,R&B Hits,F#,major,F# major,2002,15,P. Diddy,1
0.793,0.568,-4.958,0.0459,0.0478,3.57E-05,0.0304,0.806,100.005,5PCJldueshnwqQVjS16543,4,269400,TRUE,U Don't Have to Call,61,8701,C#,major,C# major,2002,16,Usher,1
0.926,0.56,-2.238,0.0479,0.18,5.28E-05,0.0804,0.974,92.916,2D5QhvAWddOJTvk1XawrTU,4,267960,FALSE,Family Affair,43,Family Affair (Remixes),G#,minor,G# minor,2002,17,Mary J. Blige,1
0.713,0.471,-7.392,0.483,0.421,0,0.0308,0.779,199.764,6Wt5QBzHp9vdSLAFlvdnDQ,4,285586,FALSE,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",68,Bad Boy's 10th Anniversary- The Hits,C#,minor,C# minor,2002,18,P. Diddy,1
0.723,0.84,-3.523,0.0608,0.0619,0,0.0945,0.827,94.332,0WgLpgUdThEpA5L5K0SKq7,4,239266,TRUE,Gangsta Lovin',58,Eve-Olution,C#,minor,C# minor,2002,19,Eve,1
0.32,0.88,-6.035,0.0504,0.000101,4.31E-06,0.076,0.257,146.349,2VSbEXqs6NbNiZSTcHlIDR,4,294600,FALSE,My Sacrifice,67,Weathered,D,major,D major,2002,20,Creed,1
0.915,0.644,-3.085,0.0677,0.00233,0,0.219,0.657,112.253,6ficp72mWaeDTSEceGctqK,4,293066,TRUE,Without Me,27,Without Me,G,major,G major,2002,21,Eminem,1
0.581,0.651,-5.617,0.0392,0.143,1.05E-05,0.107,0.146,151.959,24Gxm7Eh7tO83E26LG0CsY,4,264600,FALSE,Hero,59,Escape,G,major,G major,2002,22,Enrique Iglesias,1
0.499,0.72,-9.101,0.0286,0.00466,0.00303,0.122,0.652,96.103,0kr6d8wHDQPlzuET33NVn6,4,217680,FALSE,All You Wanted,58,The Spirit Room,G#,major,G# major,2002,23,Michelle Branch,1
0.806,0.902,-3.391,0.0477,0.00124,0,0.212,0.963,128.943,2u1hMwcB9TwziV6P7jdyxX,4,191666,FALSE,Get the Party Started,46,M!ssundaztood,B,minor,B minor,2002,24,Pink,1
0.427,0.843,-4.54,0.0364,0.00216,0,0.179,0.304,147.387,779ooI3rBd0CLqCiiJmtVo,3,200480,FALSE,Hero (feat. Josey Scott),63,Hero (feat. Josey Scott),E,major,E major,2002,25,Chad Kroeger,1
0.449,0.776,-5.594,0.0322,0.00171,0,0.0698,0.198,148.11,5dpAN1mjFPL38kh9kWsCiw,4,269306,FALSE,Wasting My Time,55,The Fallout (Limited Edition),D,major,D major,2002,26,Default,1
0.386,0.677,-5.83,0.0346,0.00841,0.00366,0.341,0.195,126.602,42T2QQv3xgBlpQxaSP7lnK,4,238240,FALSE,One Last Breath,69,Weathered,D,major,D major,2002,27,Creed,1
0.794,0.832,-4.862,0.0407,0.237,1.14E-05,0.203,0.871,107.657,2lnzGkdtDj5mtlcOW2yRtG,4,196160,FALSE,"Whenever, Wherever",78,Laundry Service,C#,minor,C# minor,2002,28,Shakira,1
0.718,0.69,-4.382,0.265,0.106,0,0.271,0.774,93.401,3SHSWxOXqCrw55LiXAB8J1,4,172240,FALSE,I'm Gonna Be Alright (feat. Nas),51,This Is Me...Then,A#,minor,A# minor,2002,29,Jennifer Lopez,1
0.754,0.767,-5.586,0.145,0.0216,0,0.172,0.828,83.014,4gdQ8QShlC3toP9Mkc8DwB,4,204706,TRUE,Oh Boy,64,Come Home With Me,F#,major,F# major,2002,30,Cam'ron,1
0.565,0.942,-6.821,0.0518,0.00107,0.000406,0.152,0.568,137.973,0KT6DLAELYSbgfUemzwGPX,4,235000,FALSE,Heaven,0,Heaven,G#,major,G# major,2002,31,DJ Sammy,1
0.599,0.865,-3.735,0.213,0.0581,0,0.217,0.756,187.298,0qhR02JwoH6vbMwvSKSRi0,4,207266,FALSE,Hey Baby,24,Hey Baby,B,minor,B minor,2002,32,No Doubt,1
0.788,0.882,-4.173,0.223,0.141,0,0.0633,0.882,93.993,2B9f1KFFvZ7o7CizPxMQvR,4,284466,FALSE,Girlfriend (feat. Nelly) - The Neptunes Remix,41,Greatest Hits,G#,major,G# major,2002,33,'N Sync,1
0.538,0.677,-6.099,0.187,0.00541,0,0.236,0.913,132.346,2cxbxpHrND6i4uvUGVvC9J,5,214200,FALSE,Just a Friend 2002 - Radio Edit,58,Mario,C,major,C major,2002,34,Mario,1
0.717,0.733,-4.985,0.0427,0.0398,0,0.136,0.713,119.996,215JYyyUnrJ98NK3KEwu6d,4,292306,FALSE,Soak Up The Sun,58,C'Mon C'Mon,E,major,E major,2002,35,Sheryl Crow,1
0.544,0.849,-4.778,0.094,0.00264,0,0.0371,0.59,98.376,0eXz79Tu1iKOtxAcN1WnvA,4,210626,FALSE,Don't Let Me Get Me - Radio Edit,40,M!ssundaztood,C,minor,C minor,2002,36,Pink,1
0.791,0.863,-6.118,0.151,0.317,1.13E-06,0.27,0.742,97.035,5ZKVNTG7yu7gbX4vryqS2X,4,264653,TRUE,Nothin',53,God's Favorite,D#,minor,D# minor,2002,37,N.O.R.E.,1
0.66,0.536,-8.786,0.29,0.233,0.00669,0.111,0.775,159.963,5Y0E3dOeynKuLDAXu0t0Bg,4,237800,TRUE,Oops (Oh My) [feat. Missy Elliott],59,Southern Hummingbird,A#,minor,A# minor,2002,38,Tweet,1
0.414,0.572,-3.918,0.0311,0.163,0,0.115,0.16,145.184,4kvdX9zzsix7jYHsRVkVUH,4,228280,FALSE,A Moment Like This,52,Thankful,G#,major,G# major,2002,39,Kelly Clarkson,1
0.701,0.677,-6.591,0.147,0.0737,0.000162,0.187,0.367,99.271,36jSIOSE72neBbKntCthqw,4,226440,TRUE,Addictive,58,Truthfully Speaking,B,minor,B minor,2002,40,Truth Hurts,1
0.727,0.515,-6.553,0.0289,0.241,3.74E-06,0.124,0.695,89.488,6CbcdeTQKj0qTaZTt0xkdk,4,262226,TRUE,Happy,59,Ashanti,D,minor,D minor,2002,41,Ashanti,1
0.668,0.739,-4.919,0.0308,0.0383,0,0.13,0.571,131.918,6Vecwo7AHst9V2CE3kmwr0,4,231466,FALSE,No Such Thing,59,Room For Squares,E,major,E major,2002,42,John Mayer,1
0.686,0.782,-4.651,0.0277,0.000107,0,0.096,0.247,101.984,3bIF9Iee2Xmt8dQ71pUPGF,4,237040,TRUE,Just Like a Pill,44,M!ssundaztood,A,major,A major,2002,43,Pink,1
0.64,0.59,-7.442,0.32,0.252,0,0.665,0.519,83.133,21iEEekDSvQjVARSQ4dpXY,4,318213,TRUE,Down 4 U,44,Irv Gotti Presents... The Inc.,G,major,G major,2002,44,Ja Rule,1
0.766,0.563,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007,3E7ZwUMJFqpsDOJzEkBrQ7,4,230640,FALSE,Can't Get You out of My Head,72,Fever,A,minor,A minor,2002,45,Kylie Minogue,1
0.382,0.416,-9.303,0.0302,0.0733,0,0.0719,0.125,102.089,3TwtrR1yNLY1PMPsrGQpOp,4,221693,FALSE,Superman (It's Not Easy),66,America Town,C,major,C major,2002,46,Five for Fighting,1
0.908,0.758,-4.753,0.174,0.0687,0,0.0783,0.87,148.015,7BMO7O7ImjV8HNTH74Tshv,4,297840,TRUE,Cleanin' Out My Closet,72,The Eminem Show,A,minor,A minor,2002,47,Eminem,1
0.412,0.77,-6.057,0.18,0.462,1.50E-06,0.0485,0.418,101.955,3oXNIpoUMdk8qGkwCeXqGv,3,254493,FALSE,Halfcrazy,57,Juslisen,B,minor,B minor,2002,48,Musiq Soulchild,1
0.798,0.905,-7.079,0.0722,0.163,0,0.0264,0.837,105.5,3ht12Pai0tVMB2VCLgkcMS,4,261586,TRUE,"Lights, Camera, Action!",32,20 #1's: Modern Hip-Hop,C#,major,C# major,2002,49,Mr. Cheeks,1
0.675,0.607,-3.538,0.162,0.0302,8.97E-06,0.339,0.56,177.928,563vSy3HB5NHxel1VGQCW6,4,335613,TRUE,Still Fly,63,Hood Rich,B,major,B major,2002,50,Big Tymers,1
0.652,0.41,-8.323,0.158,0.333,0,0.064,0.495,75.09,1NRorokmYEtr1koWybvaE4,4,303333,FALSE,A Woman's Worth,50,Songs In A Minor (Expanded Edition),E,minor,E minor,2002,51,Alicia Keys,1
0.659,0.812,-7.499,0.0487,0.23,0,0.0951,0.888,83.014,0gPQTLaqHDgdupKEok7J2x,4,235133,FALSE,7 Days,67,Born to Do It,E,minor,E minor,2002,52,Craig David,1
0.783,0.67,-5.049,0.372,0.0321,2.34E-06,0.362,0.956,90.359,2vN5Hb3lVKRHj0LzBvafzo,4,220960,FALSE,Hey Ma,49,Come Home With Me,G#,major,G# major,2002,53,Cam'ron,1
0.884,0.677,-5.603,0.283,0.0778,0,0.0732,0.584,101.868,3jagJCUbdqhDSPuxP8cAqF,4,263226,TRUE,Work It,67,Under Construction,C#,major,C# major,2002,54,Missy Elliott,1
